Title,Venue,Room,Date,Start Time,End Date,End Time,Priority/Premium,Audience Type,Extended Q&A,Countries,Languages,Programme or Series,Directors,Region Availability
Unruly,digital TIFF Bell Lightbox,digital TIFF Bell Lightbox,Thu Sep 15,10:00,Thu Sep 15,12:15,No,General Public,No,Denmark,Danish,Discovery,Malou Reymann,Canada
Until Branches Bend,TIFF Bell Lightbox,TIFF Bell Lightbox 2,Sat Sep 10,20:00,Sat Sep 10,22:08,No,General Public,No,"Canada,Switzerland",English,Discovery,Sophie Jarvis,
Until Branches Bend,Scotiabank Theatre Toronto,Scotiabank 5,Mon Sep 12,18:40,Mon Sep 12,20:18,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"Canada,Switzerland",English,Discovery,Sophie Jarvis,
Until Branches Bend,Scotiabank Theatre Toronto,Scotiabank 10,Mon Sep 12,20:30,Mon Sep 12,22:38,No,General Public,No,"Canada,Switzerland",English,Discovery,Sophie Jarvis,
V/H/S/99,TIFF Bell Lightbox,TIFF Bell Lightbox 2,Tue Sep 13,11:00,Tue Sep 13,12:39,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,English,Midnight Madness,"Maggie Levin, Johannes Roberts, Tyler MacIntyre, Flying Lotus, Joseph Winter, Vanessa Winter",
V/H/S/99,TIFF Bell Lightbox,TIFF Bell Lightbox 5,Wed Sep 14,21:00,Wed Sep 14,22:39,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,English,Midnight Madness,"Maggie Levin, Johannes Roberts, Tyler MacIntyre, Flying Lotus, Joseph Winter, Vanessa Winter",
V/H/S/99,Royal Alexandra Theatre,Royal Alexandra Theatre,Thu Sep 15,23:59,Fri Sep 16,02:08,No,General Public,No,United States of America,English,Midnight Madness,"Maggie Levin, Johannes Roberts, Tyler MacIntyre, Flying Lotus, Joseph Winter, Vanessa Winter",
V/H/S/99,TIFF Bell Lightbox,TIFF Bell Lightbox 3,Fri Sep 16,12:30,Fri Sep 16,14:39,No,General Public,No,United States of America,English,Midnight Madness,"Maggie Levin, Johannes Roberts, Tyler MacIntyre, Flying Lotus, Joseph Winter, Vanessa Winter",
V/H/S/99,TIFF Bell Lightbox,TIFF Bell Lightbox 2,Sat Sep 17,22:00,Sun Sep 18,00:09,No,General Public,No,United States of America,English,Midnight Madness,"Maggie Levin, Johannes Roberts, Tyler MacIntyre, Flying Lotus, Joseph Winter, Vanessa Winter",
VISIONARIES Hillary Rodham Clinton & Chelsea Clinton,TIFF Bell Lightbox,TIFF Bell Lightbox 1,Sat Sep 10,14:30,Sat Sep 10,15:30,No,"Buyers Pass,Pro Pass,Digital Talks Pass,Guest",No,,,Industry Conference,,
VISIONARIES Inside the Brain of Werner Herzog,Canadian Broadcasting Centre,Glenn Gould Studio,Tue Sep 13,10:00,Tue Sep 13,10:45,No,"Buyers Pass,Pro Pass,Digital Talks Pass,Guest",No,,,Industry Conference,,
VISIONARIES S.S. Rajamouli,Canadian Broadcasting Centre,Glenn Gould Studio,Sun Sep 11,11:30,Sun Sep 11,12:30,No,"Buyers Pass,Pro Pass,Digital Talks Pass,Guest",No,,,Industry Conference,,
VISIONARIES Tyler Perry,Canadian Broadcasting Centre,Glenn Gould Studio,Sun Sep 11,10:00,Sun Sep 11,11:00,No,"Buyers Pass,Pro Pass,Digital Talks Pass,Guest",No,,,Industry Conference,,
VISIONARIES What Laura Poitras Learned from Nan Goldin,Canadian Broadcasting Centre,Glenn Gould Studio,Tue Sep 13,13:15,Tue Sep 13,14:00,No,"Buyers Pass,Pro Pass,Digital Talks Pass,Guest",No,,,Industry Conference,,
Valeria Is Getting Married,Scotiabank Theatre Toronto,Scotiabank 9,Thu Sep 08,09:45,Thu Sep 08,11:01,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Israel,"Hebrew, Russian, English",Contemporary World Cinema,Michal Vinik,
Valeria Is Getting Married,Scotiabank Theatre Toronto,Scotiabank 8,Tue Sep 13,09:05,Tue Sep 13,10:21,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Israel,"Hebrew, Russian, English",Contemporary World Cinema,Michal Vinik,
Valeria Is Getting Married,Scotiabank Theatre Toronto,Scotiabank 11,Wed Sep 14,15:35,Wed Sep 14,17:21,No,General Public,No,Israel,"Hebrew, Russian, English",Contemporary World Cinema,Michal Vinik,
Valeria Is Getting Married,Scotiabank Theatre Toronto,Scotiabank 11,Sat Sep 17,16:15,Sat Sep 17,18:01,No,General Public,No,Israel,"Hebrew, Russian, English",Contemporary World Cinema,Michal Vinik,
Venus,Scotiabank Theatre Toronto,Scotiabank 5,Fri Sep 09,21:40,Fri Sep 09,23:20,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Spain,Spanish,Midnight Madness,Jaume Balagueró,
Venus,Royal Alexandra Theatre,Royal Alexandra Theatre,Wed Sep 14,23:59,Thu Sep 15,02:09,No,General Public,No,Spain,Spanish,Midnight Madness,Jaume Balagueró,
Venus,Scotiabank Theatre Toronto,Scotiabank 7,Thu Sep 15,13:40,Thu Sep 15,15:20,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Spain,Spanish,Midnight Madness,Jaume Balagueró,
Venus,Scotiabank Theatre Toronto,Scotiabank 12,Thu Sep 15,20:00,Thu Sep 15,22:10,No,General Public,No,Spain,Spanish,Midnight Madness,Jaume Balagueró,
Vicenta B.,Scotiabank Theatre Toronto,Scotiabank 10,Fri Sep 09,15:15,Fri Sep 09,17:02,No,General Public,No,"Cuba,France,United States of America,Colombia,Norway",Spanish,Contemporary World Cinema,Carlos Lechuga,
Vicenta B.,Scotiabank Theatre Toronto,Scotiabank 9,Sun Sep 11,12:45,Sun Sep 11,14:02,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"Cuba,France,United States of America,Colombia,Norway",Spanish,Contemporary World Cinema,Carlos Lechuga,
Vicenta B.,Scotiabank Theatre Toronto,Scotiabank 13,Wed Sep 14,21:00,Wed Sep 14,22:47,No,General Public,No,"Cuba,France,United States of America,Colombia,Norway",Spanish,Contemporary World Cinema,Carlos Lechuga,
Vicenta B.,Scotiabank Theatre Toronto,Scotiabank 5,Wed Sep 14,21:10,Wed Sep 14,22:27,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"Cuba,France,United States of America,Colombia,Norway",Spanish,Contemporary World Cinema,Carlos Lechuga,
Vicenta B.,Scotiabank Theatre Toronto,Scotiabank 10,Fri Sep 16,12:15,Fri Sep 16,14:02,No,General Public,No,"Cuba,France,United States of America,Colombia,Norway",Spanish,Contemporary World Cinema,Carlos Lechuga,
Vicenta B.,digital TIFF Bell Lightbox,digital TIFF Bell Lightbox,Wed Sep 14,10:00,Wed Sep 14,11:17,No,General Public,No,"Cuba,France,United States of America,Colombia,Norway",Spanish,Contemporary World Cinema,Carlos Lechuga,Canada
Victim,Scotiabank Theatre Toronto,Scotiabank 8,Sat Sep 10,15:05,Sat Sep 10,16:36,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"Slovakia,Czechia,Germany","Czech, Ukrainian",Contemporary World Cinema,Michal Blasko,
Victim,Scotiabank Theatre Toronto,Scotiabank 9,Sun Sep 11,21:45,Sun Sep 11,23:46,No,General Public,No,"Slovakia,Czechia,Germany","Czech, Ukrainian",Contemporary World Cinema,Michal Blasko,
Victim,Scotiabank Theatre Toronto,Scotiabank 11,Mon Sep 12,11:35,Mon Sep 12,13:36,No,General Public,No,"Slovakia,Czechia,Germany","Czech, Ukrainian",Contemporary World Cinema,Michal Blasko,
Viking,Scotiabank Theatre Toronto,Scotiabank 9,Sun Sep 11,09:45,Sun Sep 11,11:29,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Canada,"French, English",Platform,Stéphane Lafleur,
Viking,TIFF Bell Lightbox,TIFF Bell Lightbox 2,Mon Sep 12,17:00,Mon Sep 12,19:14,No,General Public,No,Canada,"French, English",Platform,Stéphane Lafleur,
Viking,Scotiabank Theatre Toronto,Scotiabank 3,Tue Sep 13,11:45,Tue Sep 13,13:59,No,General Public,No,Canada,"French, English",Platform,Stéphane Lafleur,
Viking,Scotiabank Theatre Toronto,Scotiabank 11,Wed Sep 14,11:35,Wed Sep 14,13:19,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,Canada,"French, English",Platform,Stéphane Lafleur,
Viking,Scotiabank Theatre Toronto,Scotiabank 9,Fri Sep 16,18:45,Fri Sep 16,20:59,No,General Public,No,Canada,"French, English",Platform,Stéphane Lafleur,
Walk Up,Scotiabank Theatre Toronto,Scotiabank 8,Sun Sep 11,09:05,Sun Sep 11,10:42,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,South Korea,Korean,Special Presentations,Hong Sangsoo,
Walk Up,TIFF Bell Lightbox,TIFF Bell Lightbox 1,Thu Sep 15,17:45,Thu Sep 15,19:52,No,General Public,No,South Korea,Korean,Special Presentations,Hong Sangsoo,
Walk Up,Scotiabank Theatre Toronto,Scotiabank 9,Fri Sep 16,12:45,Fri Sep 16,14:22,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,South Korea,Korean,Special Presentations,Hong Sangsoo,
Walk Up,Scotiabank Theatre Toronto,Scotiabank 2,Fri Sep 16,19:30,Fri Sep 16,21:37,No,General Public,No,South Korea,Korean,Special Presentations,Hong Sangsoo,
Walk Up,TIFF Bell Lightbox,TIFF Bell Lightbox 4,Sat Sep 17,10:00,Sat Sep 17,12:07,No,General Public,No,South Korea,Korean,Special Presentations,Hong Sangsoo,
Walk Up,Scotiabank Theatre Toronto,Scotiabank 12,Sun Sep 18,16:30,Sun Sep 18,18:37,No,General Public,No,South Korea,Korean,Special Presentations,Hong Sangsoo,
War Sailor,Scotiabank Theatre Toronto,Scotiabank 7,Fri Sep 09,09:40,Fri Sep 09,12:10,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"Norway,Germany,Malta","Norwegian, English, German",Contemporary World Cinema,Gunnar Vikene,
War Sailor,TIFF Bell Lightbox,TIFF Bell Lightbox 3,Fri Sep 09,18:00,Fri Sep 09,21:00,No,General Public,No,"Norway,Germany,Malta","Norwegian, English, German",Contemporary World Cinema,Gunnar Vikene,
War Sailor,TIFF Bell Lightbox,TIFF Bell Lightbox 4,Sat Sep 10,20:30,Sat Sep 10,23:30,No,General Public,No,"Norway,Germany,Malta","Norwegian, English, German",Contemporary World Cinema,Gunnar Vikene,
War Sailor,TIFF Bell Lightbox,TIFF Bell Lightbox 4,Sun Sep 18,09:00,Sun Sep 18,12:00,No,General Public,No,"Norway,Germany,Malta","Norwegian, English, German",Contemporary World Cinema,Gunnar Vikene,
Wavelengths 1: Fata Morgana,TIFF Bell Lightbox,TIFF Bell Lightbox 4,Sat Sep 10,18:00,Sat Sep 10,19:56,No,General Public,No,,,Wavelengths,,
Wavelengths 2: Crisis of Contact,TIFF Bell Lightbox,TIFF Bell Lightbox 4,Sun Sep 11,18:45,Sun Sep 11,20:23,No,General Public,No,,,Wavelengths,,
We Are Still Here,Scotiabank Theatre Toronto,Scotiabank 14,Sun Sep 11,15:45,Sun Sep 11,17:45,No,General Public,No,"Australia,New Zealand","Māori, Arrernte, Samoan, Turkish, English",Contemporary World Cinema,"Beck Cole, Dena Curtis, Tracey Rigney, Danielle MacLean, Tim Worrall, Renae Maihi, Miki Magasiva, Mario Gaoa, Richard Curtis, Chantelle Burgoyne",
We Are Still Here,Scotiabank Theatre Toronto,Scotiabank 6,Mon Sep 12,08:50,Mon Sep 12,10:20,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"Australia,New Zealand","Māori, Arrernte, Samoan, Turkish, English",Contemporary World Cinema,"Beck Cole, Dena Curtis, Tracey Rigney, Danielle MacLean, Tim Worrall, Renae Maihi, Miki Magasiva, Mario Gaoa, Richard Curtis, Chantelle Burgoyne",
We Are Still Here,Scotiabank Theatre Toronto,Scotiabank 4,Wed Sep 14,20:30,Wed Sep 14,22:30,No,General Public,No,"Australia,New Zealand","Māori, Arrernte, Samoan, Turkish, English",Contemporary World Cinema,"Beck Cole, Dena Curtis, Tracey Rigney, Danielle MacLean, Tim Worrall, Renae Maihi, Miki Magasiva, Mario Gaoa, Richard Curtis, Chantelle Burgoyne",
We Are Still Here,Scotiabank Theatre Toronto,Scotiabank 8,Fri Sep 16,16:00,Fri Sep 16,17:30,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"Australia,New Zealand","Māori, Arrernte, Samoan, Turkish, English",Contemporary World Cinema,"Beck Cole, Dena Curtis, Tracey Rigney, Danielle MacLean, Tim Worrall, Renae Maihi, Miki Magasiva, Mario Gaoa, Richard Curtis, Chantelle Burgoyne",
We Are Still Here,Scotiabank Theatre Toronto,Scotiabank 11,Sun Sep 18,15:35,Sun Sep 18,17:35,No,General Public,No,"Australia,New Zealand","Māori, Arrernte, Samoan, Turkish, English",Contemporary World Cinema,"Beck Cole, Dena Curtis, Tracey Rigney, Danielle MacLean, Tim Worrall, Renae Maihi, Miki Magasiva, Mario Gaoa, Richard Curtis, Chantelle Burgoyne",
We Are Still Here,digital TIFF Bell Lightbox,digital TIFF Bell Lightbox,Thu Sep 15,10:00,Thu Sep 15,11:30,No,General Public,No,"Australia,New Zealand","Māori, Arrernte, Samoan, Turkish, English",Contemporary World Cinema,"Beck Cole, Dena Curtis, Tracey Rigney, Danielle MacLean, Tim Worrall, Renae Maihi, Miki Magasiva, Mario Gaoa, Richard Curtis, Chantelle Burgoyne",Canada
Weird: The Al Yankovic Story,Royal Alexandra Theatre,Royal Alexandra Theatre,Thu Sep 08,23:59,Fri Sep 09,02:17,Yes,General Public,No,United States of America,English,Midnight Madness,Eric Appel,
Weird: The Al Yankovic Story,TIFF Bell Lightbox,TIFF Bell Lightbox 3,Fri Sep 09,12:15,Fri Sep 09,14:33,No,General Public,No,United States of America,English,Midnight Madness,Eric Appel,
Weird: The Al Yankovic Story,TIFF Bell Lightbox,TIFF Bell Lightbox 4,Fri Sep 09,14:45,Fri Sep 09,16:33,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,English,Midnight Madness,Eric Appel,
Weird: The Al Yankovic Story,TIFF Bell Lightbox,TIFF Bell Lightbox 1,Sun Sep 18,09:00,Sun Sep 18,11:18,No,General Public,No,United States of America,English,Midnight Madness,Eric Appel,
Wendell & Wild,Visa Screening Room at the Princess of Wales Theatre,VISA Screening Room at the Princess of Wales Theatre,Sun Sep 11,12:30,Sun Sep 11,14:45,Yes,General Public,No,United States of America,English,Special Presentations,Henry Selick,
Wendell & Wild,TIFF Bell Lightbox,TIFF Bell Lightbox 4,Mon Sep 12,09:00,Mon Sep 12,10:45,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,English,Special Presentations,Henry Selick,
Wendell & Wild,TIFF Bell Lightbox,TIFF Bell Lightbox 3,Tue Sep 13,12:30,Tue Sep 13,14:45,No,General Public,No,United States of America,English,Special Presentations,Henry Selick,
Wendell & Wild,TIFF Bell Lightbox,TIFF Bell Lightbox 3,Sat Sep 17,15:30,Sat Sep 17,17:45,No,General Public,No,United States of America,English,Special Presentations,Henry Selick,
What's Love Got To Do With It?,Roy Thomson Hall,Roy Thomson Hall,Sat Sep 10,18:15,Sat Sep 10,20:33,Yes,General Public,No,United Kingdom,"English, Urdu",Gala Presentations,Shekhar Kapur,
What's Love Got To Do With It?,Scotiabank Theatre Toronto,Scotiabank 2,Sun Sep 11,08:30,Sun Sep 11,10:18,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United Kingdom,"English, Urdu",Gala Presentations,Shekhar Kapur,
What's Love Got To Do With It?,Scotiabank Theatre Toronto,Scotiabank 2,Sun Sep 11,11:30,Sun Sep 11,13:48,No,General Public,No,United Kingdom,"English, Urdu",Gala Presentations,Shekhar Kapur,
What's Love Got To Do With It?,Scotiabank Theatre Toronto,Scotiabank 14,Tue Sep 13,10:00,Tue Sep 13,11:48,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United Kingdom,"English, Urdu",Gala Presentations,Shekhar Kapur,
What's Love Got To Do With It?,Scotiabank Theatre Toronto,Scotiabank 1,Sat Sep 17,21:00,Sat Sep 17,23:18,No,General Public,No,United Kingdom,"English, Urdu",Gala Presentations,Shekhar Kapur,
When Morning Comes,Scotiabank Theatre Toronto,Scotiabank 10,Mon Sep 12,13:30,Mon Sep 12,14:57,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"Jamaica,Canada",English,Discovery,Kelly Fyffe-Marshall,
When Morning Comes,TIFF Bell Lightbox,TIFF Bell Lightbox 3,Mon Sep 12,15:45,Mon Sep 12,17:42,No,General Public,No,"Jamaica,Canada",English,Discovery,Kelly Fyffe-Marshall,
When Morning Comes,Scotiabank Theatre Toronto,Scotiabank 8,Thu Sep 15,21:05,Thu Sep 15,23:02,No,General Public,No,"Jamaica,Canada",English,Discovery,Kelly Fyffe-Marshall,
When Morning Comes,Scotiabank Theatre Toronto,Scotiabank 6,Fri Sep 16,11:10,Fri Sep 16,12:37,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"Jamaica,Canada",English,Discovery,Kelly Fyffe-Marshall,
When Morning Comes,TIFF Bell Lightbox,TIFF Bell Lightbox 2,Sat Sep 17,19:00,Sat Sep 17,20:57,No,General Public,No,"Jamaica,Canada",English,Discovery,Kelly Fyffe-Marshall,
When Morning Comes,digital TIFF Bell Lightbox,digital TIFF Bell Lightbox,Thu Sep 15,10:00,Thu Sep 15,11:27,No,General Public,No,"Jamaica,Canada",English,Discovery,Kelly Fyffe-Marshall,Canada
While We Watched,Scotiabank Theatre Toronto,Scotiabank 6,Sun Sep 11,11:10,Sun Sep 11,12:42,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United Kingdom,"English, Hindi",TIFF Docs,Vinay Shukla,
While We Watched,Scotiabank Theatre Toronto,Scotiabank 8,Sun Sep 11,18:05,Sun Sep 11,20:07,No,General Public,No,United Kingdom,"English, Hindi",TIFF Docs,Vinay Shukla,
While We Watched,Scotiabank Theatre Toronto,Scotiabank 11,Tue Sep 13,11:35,Tue Sep 13,13:37,No,General Public,No,United Kingdom,"English, Hindi",TIFF Docs,Vinay Shukla,
While We Watched,Scotiabank Theatre Toronto,Scotiabank 8,Thu Sep 15,09:05,Thu Sep 15,10:37,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United Kingdom,"English, Hindi",TIFF Docs,Vinay Shukla,
While We Watched,Scotiabank Theatre Toronto,Scotiabank 14,Fri Sep 16,21:30,Fri Sep 16,23:32,No,General Public,No,United Kingdom,"English, Hindi",TIFF Docs,Vinay Shukla,
Wildflower,Scotiabank Theatre Toronto,Scotiabank 5,Sun Sep 11,15:40,Sun Sep 11,17:25,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,English,Contemporary World Cinema,Matt Smukler,
Wildflower,Scotiabank Theatre Toronto,Scotiabank 14,Mon Sep 12,16:00,Mon Sep 12,18:15,No,General Public,No,United States of America,English,Contemporary World Cinema,Matt Smukler,
Wildflower,Scotiabank Theatre Toronto,Scotiabank 1,Wed Sep 14,13:00,Wed Sep 14,15:15,No,General Public,No,United States of America,English,Contemporary World Cinema,Matt Smukler,
Will-o'-the-Wisp,TIFF Bell Lightbox,TIFF Bell Lightbox 4,Fri Sep 09,09:15,Fri Sep 09,10:22,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"Portugal,France",Portuguese,Wavelengths,João Pedro Rodrigues,
Will-o'-the-Wisp,TIFF Bell Lightbox,TIFF Bell Lightbox 4,Thu Sep 15,16:00,Thu Sep 15,17:07,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,"Portugal,France",Portuguese,Wavelengths,João Pedro Rodrigues,
Will-o'-the-Wisp,TIFF Bell Lightbox,TIFF Bell Lightbox 4,Sat Sep 17,19:00,Sat Sep 17,20:37,No,General Public,No,"Portugal,France",Portuguese,Wavelengths,João Pedro Rodrigues,
Will-o'-the-Wisp,TIFF Bell Lightbox,TIFF Bell Lightbox 4,Sun Sep 18,13:00,Sun Sep 18,14:37,No,General Public,No,"Portugal,France",Portuguese,Wavelengths,João Pedro Rodrigues,
Winter Boy,Scotiabank Theatre Toronto,Scotiabank 2,Fri Sep 09,19:30,Fri Sep 09,22:02,No,General Public,No,France,French,Contemporary World Cinema,Christophe Honoré,
Winter Boy,Scotiabank Theatre Toronto,Scotiabank 4,Sat Sep 10,12:30,Sat Sep 10,14:32,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,France,French,Contemporary World Cinema,Christophe Honoré,
Winter Boy,Scotiabank Theatre Toronto,Scotiabank 7,Sat Sep 10,18:20,Sat Sep 10,20:52,No,General Public,No,France,French,Contemporary World Cinema,Christophe Honoré,
Winter Boy,Scotiabank Theatre Toronto,Scotiabank 8,Thu Sep 15,16:00,Thu Sep 15,18:02,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,France,French,Contemporary World Cinema,Christophe Honoré,
Winter Boy,Scotiabank Theatre Toronto,Scotiabank 11,Fri Sep 16,19:35,Fri Sep 16,22:07,No,General Public,No,France,French,Contemporary World Cinema,Christophe Honoré,
Women Talking,Scotiabank Theatre Toronto,Scotiabank 3,Sat Sep 10,11:45,Sat Sep 10,13:29,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,United States of America,English,Special Presentations,Sarah Polley,
Women Talking,Visa Screening Room at the Princess of Wales Theatre,VISA Screening Room at the Princess of Wales Theatre,Tue Sep 13,18:30,Tue Sep 13,20:44,Yes,General Public,No,United States of America,English,Special Presentations,Sarah Polley,
Women Talking,Visa Screening Room at the Princess of Wales Theatre,VISA Screening Room at the Princess of Wales Theatre,Wed Sep 14,14:30,Wed Sep 14,16:44,No,General Public,No,United States of America,English,Special Presentations,Sarah Polley,
Women Talking,Royal Alexandra Theatre,Royal Alexandra Theatre,Fri Sep 16,20:30,Fri Sep 16,22:44,No,General Public,No,United States of America,English,Special Presentations,Sarah Polley,
Women Talking,TIFF Bell Lightbox,TIFF Bell Lightbox 1,Sat Sep 17,18:00,Sat Sep 17,20:14,No,General Public,No,United States of America,English,Special Presentations,Sarah Polley,
Zwigato,Scotiabank Theatre Toronto,Scotiabank 9,Fri Sep 09,09:45,Fri Sep 09,11:30,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,India,Hindi,Contemporary World Cinema,Nandita Das,
Zwigato,Scotiabank Theatre Toronto,Scotiabank 13,Wed Sep 14,09:30,Wed Sep 14,11:15,No,"Buyers Pass,Pro Pass,Guest,Press Passes",No,India,Hindi,Contemporary World Cinema,Nandita Das,
Zwigato,TIFF Bell Lightbox,TIFF Bell Lightbox 1,Wed Sep 14,18:00,Wed Sep 14,20:15,No,General Public,No,India,Hindi,Contemporary World Cinema,Nandita Das,
Zwigato,TIFF Bell Lightbox,TIFF Bell Lightbox 3,Fri Sep 16,21:30,Fri Sep 16,23:45,No,General Public,No,India,Hindi,Contemporary World Cinema,Nandita Das,
Zwigato,Scotiabank Theatre Toronto,Scotiabank 8,Sat Sep 17,12:00,Sat Sep 17,14:15,No,General Public,No,India,Hindi,Contemporary World Cinema,Nandita Das,
